,away,home,time,weather
0,MIL 3.5,@PIT 3.0,12:35pm,56°
1,BOS 3.6,@CLE 3.9,1:10pm,50°
2,PHI 4.5,@CIN 3.5,1:10pm,59°
3,CHW 3.4,@MIN 4.6,1:10pm,66°         2%
4,TOR 3.7,@KC 3.8,2:10pm,58°         69%
5,HOU 4.1,@CHC 3.4,2:20pm,50°
6,SEA 4.6,@TEX 4.4,2:35pm,78°         10%
7,SD 5.9,@COL 5.1,3:10pm,66°         46%
8,LAD 4.2,@WAS 3.3,4:05pm,54°
9,OAK 2.9,@NYY 4.6,7:05pm,49°
