Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
CHW-CLE-20240408-1,CHW,CLE,5:10pm,1,-237,+204,0.7829457364341046,0.11330258725018227,-0.34015503875967795,1.0,0.0,0.2170542635658954,4/8/2024 23:59:52,Y
MIA-NYY-20240408-1,MIA,NYY,6:05pm,1,-147,+134,0.5420711974109989,-0.08917288598287954,0.07155339805826266,0.0,1.0,0.45792880258900115,4/8/2024 23:59:52,Y
MIL-CIN-20240408-1,MIL,CIN,6:40pm,1,-103,-107,,,,,,,4/8/2024 23:59:52,Y
DET-PIT-20240408-1,DET,PIT,6:40pm,1,-126,+115,,,,,,,4/8/2024 23:59:52,Y
SEA-TOR-20240408-1,SEA,TOR,7:07pm,1,-113,+102,0.5420711974109989,0.02178022166851984,-0.07040453074432773,1.0,0.0,0.45792880258900115,4/8/2024 23:59:52,Y
NYM-ATL-20240408-1,NYM,ATL,7:20pm,1,-219,+192,0.5420711974109989,-0.21153280376581984,0.33715210355988334,0.0,1.0,0.45792880258900115,4/8/2024 23:59:52,Y
LAD-MIN-20240408-1,LAD,MIN,7:40pm,1,+118,-130,0.4242424242424282,-0.07515151515150642,0.018648018648011633,0.0,1.0,0.5757575757575718,4/8/2024 23:59:52,Y
PHI-STL-20240408-1,PHI,STL,7:45pm,1,-108,-102,,,,,,,4/8/2024 23:59:52,Y
HOU-TEX-20240408-1,HOU,TEX,8:05pm,1,-126,+114,,,,,,,4/8/2024 23:59:52,Y
ARI-COL-20240408-1,ARI,COL,8:40pm,1,+152,-171,0.4242424242424282,0.07333333333334324,-0.08949964763918872,1.0,0.0,0.5757575757575718,4/8/2024 23:59:52,Y
TB-LAA-20240408-1,TB,LAA,9:38pm,1,+127,-139,0.4242424242424282,-0.032727272727263834,-0.012987012987019708,0.0,0.0,0.5757575757575718,4/8/2024 23:59:52,Y
CHC-SD-20240408-1,CHC,SD,9:40pm,1,-133,+122,,,,,,,4/8/2024 23:59:52,Y
WAS-SF-20240408-1,WAS,SF,9:45pm,1,-205,+183,,,,,,,4/8/2024 23:59:52,Y
