,team code, game_date, game_number, mlb id, player name, batting order, confirmed, position, weather
0,DET,4/9/2024,1,663837,Matt Vierling,1,N,,outdoor
1,DET,4/9/2024,1,628451,Andy Ibanez,2,N,,outdoor
2,DET,4/9/2024,1,679529,Spencer Torkelson,3,N,,outdoor
3,DET,4/9/2024,1,682985,Riley Greene,4,N,,outdoor
4,DET,4/9/2024,1,592192,Mark Canha,5,N,,outdoor
5,DET,4/9/2024,1,570482,Giovanny Urshela,6,N,,outdoor
6,DET,4/9/2024,1,595879,Javier Baez,7,N,,outdoor
7,DET,4/9/2024,1,668670,Jake Rogers,8,N,,outdoor
8,DET,4/9/2024,1,678009,Parker Meadows,9,N,,outdoor
9,DET,4/9/2024,1,663554,Casey Mize,SP,N,,outdoor
10,PIT,4/9/2024,1,665833,Oneil Cruz,1,N,,outdoor
11,PIT,4/9/2024,1,668804,Bryan Reynolds,2,N,,outdoor
12,PIT,4/9/2024,1,663647,Ke'Bryan Hayes,3,N,,outdoor
13,PIT,4/9/2024,1,669261,Jack Suwinski,4,N,,outdoor
14,PIT,4/9/2024,1,457705,Andrew McCutchen,5,N,,outdoor
15,PIT,4/9/2024,1,642133,Rowdy Tellez,6,N,,outdoor
16,PIT,4/9/2024,1,680779,Henry Davis,7,N,,outdoor
17,PIT,4/9/2024,1,669707,Jared Triolo,8,N,,outdoor
18,PIT,4/9/2024,1,572191,Michael Taylor,9,N,,outdoor
19,PIT,4/9/2024,1,527048,Martin Perez,SP,N,,outdoor
20,BAL,4/9/2024,1,683002,Gunnar Henderson,1,N,,outdoor
21,BAL,4/9/2024,1,668939,Adley Rutschman,2,N,,outdoor
22,BAL,4/9/2024,1,623993,Anthony Santander,3,N,,outdoor
23,BAL,4/9/2024,1,663624,Ryan Mountcastle,4,N,,outdoor
24,BAL,4/9/2024,1,656811,Ryan O'Hearn,5,N,,outdoor
25,BAL,4/9/2024,1,669720,Austin Hays,6,N,,outdoor
