Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Home_Kelly,Away_Kelly,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
CLE-BOS-20240415-1,CLE,BOS,11:10am,1,-154,+139,0.5282959484486516,-0.12865473437689945,0.12737268320772277,-0.19812829094042522,0.09163502389044803,0.0,1.0,0.4717040515513484,4/15/2024 23:59:35,Y
MIN-BAL-20240415-1,MIN,BAL,6:35pm,1,-128,+117,,,,,,,,,4/15/2024 23:59:35,Y
COL-PHI-20240415-1,COL,PHI,6:40pm,1,-253,+218,0.6999617588477685,-0.02337351433493179,-0.045878393135903694,-0.05913499126737744,-0.02104513446601087,0.0,0.0,0.30003824115223154,4/15/2024 23:59:35,Y
TEX-DET-20240415-1,TEX,DET,6:40pm,1,-122,+111,,,,,,,,,4/15/2024 23:59:35,Y
SF-MIA-20240415-1,SF,MIA,6:40pm,1,+100,-112,,,,,,,,,4/15/2024 23:59:35,Y
LAA-TB-20240415-1,LAA,TB,6:50pm,1,-152,+140,0.5919899991801614,-0.0185428960960482,-0.02077599803238739,-0.028185202065993262,-0.014839998594562422,0.0,0.0,0.4080100008198386,4/15/2024 23:59:35,Y
NYY-TOR-20240415-1,NYY,TOR,7:07pm,1,-110,+100,0.5381009765819581,0.02287663116029881,-0.07158296292973587,0.025393060587931678,-0.07087422072251078,1.0,0.0,0.4618990234180419,4/15/2024 23:59:35,Y
PIT-NYM-20240415-1,PIT,NYM,7:10pm,1,-123,+112,0.5046197533369174,-0.08512028460054805,0.05020612292573512,-0.1046979500586741,0.04482689546940635,0.0,1.0,0.49538024666308256,4/15/2024 23:59:35,Y
KC-CHW-20240415-1,KC,CHW,7:40pm,1,+148,-163,0.44408224670920077,0.1013239718388178,-0.1051080068977377,0.06846214313433635,-0.17237713131228988,1.0,0.0,0.5559177532907993,4/15/2024 23:59:35,Y
SD-MIL-20240415-1,SD,MIL,7:40pm,1,-112,+100,,,,,,,,,4/15/2024 23:59:35,Y
ATL-HOU-20240415-1,ATL,HOU,8:10pm,1,+104,-116,0.5133880001571979,0.04731152032068364,-0.0974803079838627,0.045491846462195805,-0.11405196034111935,1.0,0.0,0.4866119998428021,4/15/2024 23:59:35,Y
CHC-ARI-20240415-1,CHC,ARI,9:40pm,1,-149,+134,0.6592120647318868,0.10163626924993152,-0.2025562314726151,0.15143804118239798,-0.1511613667706083,1.0,0.0,0.34078793526811324,4/15/2024 23:59:35,Y
STL-OAK-20240415-1,STL,OAK,9:40pm,1,+153,-169,,,,,,,,,4/15/2024 23:59:35,Y
CIN-SEA-20240415-1,CIN,SEA,9:42pm,1,-144,+131,0.5527446509951609,-0.06340489692486628,0.03315985620117834,-0.09130305157180744,0.02531286732914377,0.0,1.0,0.4472553490048391,4/15/2024 23:59:35,Y
WAS-LAD-20240415-1,WAS,LAD,10:10pm,1,-415,+329,0.7264161961254516,-0.09854375661540352,0.1736745186218126,-0.4089565899539248,0.05278860748383362,0.0,0.0,0.2735838038745484,4/15/2024 23:59:35,Y
