Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Home_Kelly,Away_Kelly,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
PIT-PHI-20240412-1,PIT,PHI,6:40pm,1,-153,+140,0.5649197417298997,-0.0658516689041529,0.044192619848240744,-0.10075305342335394,0.03156615703445768,0.0,1.0,0.43508025827010033,4/12/2024 23:59:43,Y
MIN-DET-20240412-1,MIN,DET,6:40pm,1,-114,+104,,,,,,,,,4/12/2024 23:59:43,Y
SF-TB-20240412-1,SF,TB,6:50pm,1,-107,-103,,,,,,,,,4/12/2024 23:59:43,Y
MIL-BAL-20240412-1,MIL,BAL,7:05pm,1,+110,-121,,,,,,,,,4/12/2024 23:59:43,Y
COL-TOR-20240412-1,COL,TOR,7:07pm,1,-223,+194,,,,,,,,,4/12/2024 23:59:43,Y
ATL-MIA-20240412-1,ATL,MIA,7:10pm,1,+175,-199,0.40474537165592783,0.11304977205380151,-0.1056224428398112,0.06459986974502943,-0.21018866125122432,1.0,0.0,0.5952546283440722,4/12/2024 23:59:43,Y
KC-NYM-20240412-1,KC,NYM,7:10pm,1,-135,+123,0.5382947652569808,-0.06296837158970003,0.029602673476932684,-0.08500730164609505,0.02406721420888836,0.0,1.0,0.46170523474301917,4/12/2024 23:59:43,Y
LAA-BOS-20240412-1,LAA,BOS,7:10pm,1,-110,+100,0.48308744252077834,-0.08169864529834026,0.038994240533235525,-0.09068549628115767,0.0386081589437975,0.0,1.0,0.5169125574792217,4/12/2024 23:59:43,Y
CIN-CHW-20240412-1,CIN,CHW,7:40pm,1,+153,-170,,,,,,,,,4/12/2024 23:59:43,Y
TEX-HOU-20240412-1,TEX,HOU,8:10pm,1,-123,+111,,,,,,,,,4/12/2024 23:59:43,Y
CHC-SEA-20240412-1,CHC,SEA,9:40pm,1,-129,+116,0.5507573973795938,-0.022298883721496188,-0.029635978339922597,-0.02876556000073008,-0.025548257189588443,0.0,0.0,0.44924260262040616,4/12/2024 23:59:43,Y
STL-ARI-20240412-1,STL,ARI,9:40pm,1,-117,+107,,,,,,,,,4/12/2024 23:59:43,Y
WAS-OAK-20240412-1,WAS,OAK,9:40pm,1,-129,+118,,,,,,,,,4/12/2024 23:59:43,Y
SD-LAD-20240412-1,SD,LAD,10:10pm,1,-205,+178,,,,,,,,,4/12/2024 23:59:43,Y
