Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
BAL-PIT-20240407-1,BAL,PIT,1:35pm,1,+102,-112,0.6363636363636307,0.28545454545453397,-0.31168831168830097,1.0,0.0,0.3636363636363693,4/8/2024 00:00:00,Y
PHI-WAS-20240408-1,PHI,WAS,1:35pm,1,+130,-147,,,,,,,4/8/2024 00:00:00,Y
BAL-PIT-20240408-1,BAL,PIT,1:35pm,1,+102,-112,,,,,,,4/8/2024 00:00:00,Y
ARI-ATL-20240408-1,ARI,ATL,1:35pm,1,-237,+210,,,,,,,4/8/2024 00:00:00,Y
TOR-NYY-20240407-1,TOR,NYY,1:35pm,1,-160,+143,0.6518987341772189,0.05933544303798066,-0.15411392405064184,1.0,0.0,0.3481012658227811,4/8/2024 00:00:00,Y
TOR-NYY-20240408-1,TOR,NYY,1:35pm,1,-160,+143,,,,,,,4/8/2024 00:00:00,Y
NYM-CIN-20240408-1,NYM,CIN,1:40pm,1,+103,-116,,,,,,,4/8/2024 00:00:00,Y
OAK-DET-20240408-1,OAK,DET,1:40pm,1,-205,+179,,,,,,,4/8/2024 00:00:00,Y
NYM-CIN-20240407-1,NYM,CIN,1:40pm,1,+102,-116,0.4375,-0.11187500000000006,0.04741379310344812,0.0,1.0,0.5625,4/8/2024 00:00:00,Y
CHW-KC-20240407-1,CHW,KC,2:10pm,1,-123,+110,1.0,0.8130081300813008,-1.0,1.0,0.0,0.0,4/8/2024 00:00:00,Y
SEA-MIL-20240408-1,SEA,MIL,2:10pm,1,-132,+121,,,,,,,4/8/2024 00:00:00,Y
CHW-KC-20240408-1,CHW,KC,2:10pm,1,-123,+110,,,,,,,4/8/2024 00:00:00,Y
MIA-STL-20240407-1,MIA,STL,2:15pm,1,-139,+127,0.5420711974109989,-0.06794952387605235,0.039498381877032585,0.0,1.0,0.45792880258900115,4/8/2024 00:00:00,Y
MIA-STL-20240408-1,MIA,STL,2:15pm,1,-139,+127,,,,,,,4/8/2024 00:00:00,Y
LAD-CHC-20240407-1,LAD,CHC,2:20pm,1,-106,-107,0.4375,-0.14976415094339623,0.08333333333333337,0.0,1.0,0.5625,4/8/2024 00:00:00,Y
LAD-CHC-20240408-1,LAD,CHC,2:20pm,1,-106,-108,,,,,,,4/8/2024 00:00:00,Y
TB-COL-20240407-1,TB,COL,3:10pm,1,+127,-139,0.20000000000000176,-0.543999999999996,0.37553956834532076,0.0,1.0,0.7999999999999983,4/8/2024 00:00:00,Y
TB-COL-20240408-1,TB,COL,3:10pm,1,+128,-139,,,,,,,4/8/2024 00:00:00,Y
SD-SF-20240408-1,SD,SF,4:05pm,1,-161,+149,,,,,,,4/8/2024 00:00:00,Y
BOS-LAA-20240408-1,BOS,LAA,4:07pm,1,+105,-115,,,,,,,4/8/2024 00:00:00,Y
BOS-LAA-20240407-1,BOS,LAA,4:07pm,1,+104,-115,0.6363636363636307,0.3045454545454428,-0.32015810276678797,1.0,0.0,0.3636363636363693,4/8/2024 00:00:00,Y
HOU-TEX-20240408-1,HOU,TEX,7:10pm,1,-107,-103,,,,,,,4/8/2024 00:00:00,Y
