Game_ID,Date,Home,Away,Home_Runs,Away_Runs,Game_Number
ARI-SEA-20240427-1,2024-04-27,ARI,SEA,3,1,1
PIT-SF-20240427-1,2024-04-27,PIT,SF,3,4,1
CIN-TEX-20240427-1,2024-04-27,CIN,TEX,4,8,1
LAD-TOR-20240427-1,2024-04-27,LAD,TOR,2,4,1
MIN-LAA-20240428-1,2024-04-28,MIN,LAA,5,11,1
CLE-ATL-20240428-1,2024-04-28,CLE,ATL,4,3,1
OAK-BAL-20240428-1,2024-04-28,OAK,BAL,6,7,1
CHC-BOS-20240428-1,2024-04-28,CHC,BOS,5,4,1
TB-CHW-20240428-1,2024-04-28,TB,CHW,4,2,1
HOU-COL-20240428-1,2024-04-28,HOU,COL,2,8,1
KC-DET-20240428-1,2024-04-28,KC,DET,4,1,1
WAS-MIA-20240428-1,2024-04-28,WAS,MIA,9,12,1
NYY-MIL-20240428-1,2024-04-28,NYY,MIL,5,15,1
STL-NYM-20240428-1,2024-04-28,STL,NYM,4,2,1
PHI-SD-20240428-1,2024-04-28,PHI,SD,6,8,1
ARI-SEA-20240428-1,2024-04-28,ARI,SEA,2,3,1
PIT-SF-20240428-1,2024-04-28,PIT,SF,3,2,1
CIN-TEX-20240428-1,2024-04-28,CIN,TEX,4,3,1
LAD-TOR-20240428-1,2024-04-28,LAD,TOR,3,1,1
PHI-LAA-20240429-1,2024-04-29,PHI,LAA,6,5,1
LAD-ARI-20240429-1,2024-04-29,LAD,ARI,4,8,1
NYY-BAL-20240429-1,2024-04-29,NYY,BAL,2,0,1
MIN-CHW-20240429-1,2024-04-29,MIN,CHW,2,3,1
WAS-MIA-20240429-1,2024-04-29,WAS,MIA,2,7,1
TB-MIL-20240429-1,2024-04-29,TB,MIL,0,1,1
CHC-NYM-20240429-1,2024-04-29,CHC,NYM,1,3,1
PIT-OAK-20240429-1,2024-04-29,PIT,OAK,5,1,1
CIN-SD-20240429-1,2024-04-29,CIN,SD,2,5,1
ATL-SEA-20240429-1,2024-04-29,ATL,SEA,2,1,1
KC-TOR-20240429-1,2024-04-29,KC,TOR,6,5,1
PHI-LAA-20240430-1,2024-04-30,PHI,LAA,5,7,1
LAD-ARI-20240430-1,2024-04-30,LAD,ARI,4,3,1
NYY-BAL-20240430-1,2024-04-30,NYY,BAL,4,2,1
SF-BOS-20240430-1,2024-04-30,SF,BOS,4,0,1
MIN-CHW-20240430-1,2024-04-30,MIN,CHW,5,6,1
STL-DET-20240430-1,2024-04-30,STL,DET,1,2,1
STL-DET-20240430-2,2024-04-30,STL,DET,11,6,2
CLE-HOU-20240430-1,2024-04-30,CLE,HOU,10,9,1
COL-MIA-20240430-1,2024-04-30,COL,MIA,7,6,1
TB-MIL-20240430-1,2024-04-30,TB,MIL,8,2,1
CHC-NYM-20240430-1,2024-04-30,CHC,NYM,4,2,1
PIT-OAK-20240430-1,2024-04-30,PIT,OAK,5,2,1
CIN-SD-20240430-1,2024-04-30,CIN,SD,6,4,1
ATL-SEA-20240430-1,2024-04-30,ATL,SEA,3,2,1
WAS-TEX-20240430-1,2024-04-30,WAS,TEX,7,1,1
KC-TOR-20240430-1,2024-04-30,KC,TOR,1,4,1
PHI-LAA-20240501-1,2024-05-01,PHI,LAA,1,2,1
LAD-ARI-20240501-1,2024-05-01,LAD,ARI,0,8,1
NYY-BAL-20240501-1,2024-05-01,NYY,BAL,0,2,1
SF-BOS-20240501-1,2024-05-01,SF,BOS,6,2,1
MIN-CHW-20240501-1,2024-05-01,MIN,CHW,5,10,1
STL-DET-20240501-1,2024-05-01,STL,DET,4,1,1
CLE-HOU-20240501-1,2024-05-01,CLE,HOU,2,3,1
COL-MIA-20240501-1,2024-05-01,COL,MIA,4,1,1
TB-MIL-20240501-1,2024-05-01,TB,MIL,7,1,1
CHC-NYM-20240501-1,2024-05-01,CHC,NYM,0,1,1
PIT-OAK-20240501-1,2024-05-01,PIT,OAK,4,0,1
CIN-SD-20240501-1,2024-05-01,CIN,SD,6,2,1
ATL-SEA-20240501-1,2024-05-01,ATL,SEA,2,5,1
WAS-TEX-20240501-1,2024-05-01,WAS,TEX,0,1,1
KC-TOR-20240501-1,2024-05-01,KC,TOR,1,6,1
NYY-BAL-20240502-1,2024-05-02,NYY,BAL,7,2,1
SF-BOS-20240502-1,2024-05-02,SF,BOS,1,3,1
CLE-HOU-20240502-1,2024-05-02,CLE,HOU,8,2,1
COL-MIA-20240502-1,2024-05-02,COL,MIA,5,4,1
CHC-NYM-20240502-1,2024-05-02,CHC,NYM,7,6,1
WAS-TEX-20240502-1,2024-05-02,WAS,TEX,6,0,1
SD-ARI-20240503-1,2024-05-03,SD,ARI,1,7,1
MIL-CHC-20240503-1,2024-05-03,MIL,CHC,1,3,1
BAL-CIN-20240503-1,2024-05-03,BAL,CIN,0,3,1
LAA-CLE-20240503-1,2024-05-03,LAA,CLE,0,6,1
SEA-HOU-20240503-1,2024-05-03,SEA,HOU,5,3,1
TEX-KC-20240503-1,2024-05-03,TEX,KC,7,1,1
ATL-LAD-20240503-1,2024-05-03,ATL,LAD,4,3,1
BOS-MIN-20240503-1,2024-05-03,BOS,MIN,5,2,1
DET-NYY-20240503-1,2024-05-03,DET,NYY,2,1,1
MIA-OAK-20240503-1,2024-05-03,MIA,OAK,3,1,1
SF-PHI-20240503-1,2024-05-03,SF,PHI,4,3,1
COL-PIT-20240503-1,2024-05-03,COL,PIT,2,3,1
CHW-STL-20240503-1,2024-05-03,CHW,STL,3,0,1
NYM-TB-20240503-1,2024-05-03,NYM,TB,10,8,1
TOR-WAS-20240503-1,2024-05-03,TOR,WAS,9,3,1
SD-ARI-20240504-1,2024-05-04,SD,ARI,1,13,1
MIL-CHC-20240504-1,2024-05-04,MIL,CHC,6,5,1
BAL-CIN-20240504-1,2024-05-04,BAL,CIN,1,2,1
LAA-CLE-20240504-1,2024-05-04,LAA,CLE,7,1,1
SEA-HOU-20240504-1,2024-05-04,SEA,HOU,0,5,1
TEX-KC-20240504-1,2024-05-04,TEX,KC,4,15,1
ATL-LAD-20240504-1,2024-05-04,ATL,LAD,11,2,1
BOS-MIN-20240504-1,2024-05-04,BOS,MIN,3,1,1
DET-NYY-20240504-1,2024-05-04,DET,NYY,5,3,1
MIA-OAK-20240504-1,2024-05-04,MIA,OAK,20,4,1
SF-PHI-20240504-1,2024-05-04,SF,PHI,14,3,1
COL-PIT-20240504-1,2024-05-04,COL,PIT,1,0,1
CHW-STL-20240504-1,2024-05-04,CHW,STL,5,6,1
NYM-TB-20240504-1,2024-05-04,NYM,TB,3,1,1
TOR-WAS-20240504-1,2024-05-04,TOR,WAS,3,6,1
