,Game_ID,Date,Home,Away,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Away_Win_Prob,Home_EV,Away_EV,Home_Runs,Away_Runs,Bet_Home,Bet_Away,Win_Bet,Return,Result,Home_Kelly,Away_Kelly,Bet_Kelly,Return_Kelly,Result_Kelly,Bet_Kelly_Units,Result_Kelly_Units
249,CIN-PHI-20240403-1,2024-04-03,PHI,CIN,1,1.5714285714285714,2.54,0.5490033,0.4509967,-0.139063002033667,0.150041577219963,1,4,0.0,1.0,1,2.54,1.54,-0.24024092500000002,0.09450105064935066,0.09450105064935066,0.2400326686493507,0.14553161800000003,1.8900210129870132,2.9106323600000006
113,NYY-ARI-20240403-1,2024-04-03,ARI,NYY,1,2.08,1.847457627118644,0.4836865,0.5163135,0.0109047991037367,-0.0498096216626527,5,6,1.0,0.0,0,0.0,-1.0,0.005618444444444551,-0.05443657000000007,0.005618444444444551,0.0,-0.005618444444444551,0.11236888888889102,-0.11236888888889102
143,MIA-STL-20240404-1,2024-04-04,STL,MIA,1,1.7142857142857144,2.27,0.6480938,0.35190618,0.1077348264396614,-0.2011729705333709,8,5,1.0,0.0,1,1.7142857142857144,0.7142857142857144,0.1554251480000001,-0.1584038987401575,0.1554251480000001,0.26644311085714306,0.11101796285714297,3.108502960000002,2.220359257142859
216,DET-NYM-20240404-2,2024-04-04,NYM,DET,2,1.7194244604316546,2.29,0.5256819,0.4743181,-0.0988310064588273,0.0861884194612503,2,1,0.0,1.0,0,0.0,-1.0,-0.133620259,0.0668127511627907,0.0668127511627907,0.0,-0.0668127511627907,1.336255023255814,-1.336255023255814
261,CHW-KC-20240404-1,2024-04-04,KC,CHW,1,1.5524861878453038,2.6399999999999997,0.57664526,0.42335474,-0.1047662061880965,0.1176565265655518,10,1,0.0,1.0,0,0.0,-1.0,-0.18962681940000004,0.07174177658536578,0.07174177658536578,0.0,-0.07174177658536578,1.4348355317073154,-1.4348355317073154
316,ARI-ATL-20240405-1,2024-04-05,ATL,ARI,1,1.3236245954692556,3.52,0.7829457364341046,0.2170542635658954,0.03632623366197,-0.2337984496123892,6,5,1.0,0.0,1,1.3236245954692556,0.3236245954692556,0.11224806201548755,-0.09363848898732069,0.11224806201548755,0.1485742956774576,0.03632623366197006,2.2449612403097507,0.7265246732394012
281,BOS-LAA-20240405-1,2024-04-05,LAA,BOS,1,1.970873786407767,1.9345794392523366,0.4242424242424282,0.5757575757575718,-0.1638717269785153,0.1088664421997679,6,8,0.0,1.0,1,1.9345794392523366,0.9345794392523366,-0.16878787878787077,0.1218181818181737,0.1218181818181737,0.23566694987254164,0.11384876805436794,2.4363636363634735,2.276975361087359
167,LAD-CHC-20240405-1,2024-04-05,CHC,LAD,1,2.5700000000000003,1.5780346820809248,0.4375,0.5625,0.1243750000000001,-0.1123554913294798,9,7,1.0,0.0,1,2.5700000000000003,1.5700000000000003,0.07921974522293,-0.19437500000000008,0.07921974522293,0.20359474522293014,0.12437500000000014,1.5843949044585999,2.4875000000000025
37,TB-COL-20240405-1,2024-04-05,COL,TB,1,2.45,1.62111801242236,0.2000000000000017,0.7999999999999983,-0.5099999999999957,0.2938271604938244,10,7,0.0,1.0,0,0.0,-1.0,-0.3517241379310315,0.25,0.25,0.0,-0.25,5.0,-5.0
287,BAL-PIT-20240405-1,2024-04-05,PIT,BAL,1,2.04,1.8620689655172413,0.2000000000000017,0.7999999999999983,-0.5899999999999964,0.4896551724137896,2,5,0.0,1.0,1,1.8620689655172413,0.8620689655172413,-0.5692307692307659,0.25,0.25,0.46551724137931033,0.21551724137931033,5.0,4.310344827586206
231,CLE-MIN-20240406-1,2024-04-06,MIN,CLE,1,1.606060606060606,2.48,0.5420711974109989,0.4579288025890011,-0.1294008041580928,0.1356634304207228,1,3,0.0,1.0,1,2.48,1.48,-0.21351132686085306,0.09166448001400183,0.09166448001400183,0.22732791043472456,0.1356634304207227,1.8332896002800365,2.713268608414454
142,MIA-STL-20240406-1,2024-04-06,STL,MIA,1,1.6993006993006992,2.29,0.5420711974109989,0.4579288025890011,-0.0788580351687223,0.0532362459547025,3,1,0.0,1.0,0,0.0,-1.0,-0.11276699029127284,0.03771857203783917,0.03771857203783917,0.0,-0.03771857203783917,0.7543714407567833,-0.7543714407567833
166,LAD-CHC-20240406-1,2024-04-06,CHC,LAD,1,2.3200000000000003,1.6896551724137931,0.5500000000000052,0.4499999999999948,0.2760000000000121,-0.2396551724138018,1,4,1.0,0.0,0,0.0,-1.0,0.20909090909091826,-0.3475000000000126,0.20909090909091826,0.0,-0.20909090909091826,4.181818181818365,-4.181818181818365
280,BOS-LAA-20240406-1,2024-04-06,LAA,BOS,1,1.8695652173913042,2.06,0.5420711974109989,0.4579288025890011,0.0134374560292585,-0.0566666666666575,2,1,1.0,0.0,1,1.8695652173913042,0.8695652173913042,0.015453074433647532,-0.053459119496846834,0.015453074433647532,0.028890530462906253,0.01343745602925872,0.30906148867295063,0.2687491205851744
