,Game_ID,Date,Home,Away,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Away_Win_Prob,Home_EV,Away_EV,Home_Runs,Away_Runs,Bet_Home,Bet_Away,Win_Bet,Return,Result,Home_Kelly,Away_Kelly,Bet_Kelly,Return_Kelly,Result_Kelly,Bet_Kelly_Units,Result_Kelly_Units
124,NYM-CIN-20240406-1,2024-04-06,CIN,NYM,1,1.8620689655172413,2.0700000000000003,0.5,0.5,-0.0726495726495726,0.0350000000000001,9,6,0.0,1.0,0,0.0,-1.0,-0.08000000000000003,0.0327102803738319,0.0327102803738319,0.0,-0.0327102803738319,0.6542056074766379,-0.6542056074766379
260,CHW-KC-20240406-1,2024-04-06,KC,CHW,1,1.4444444444444444,2.92,0.5420711974109989,0.4579288025890011,-0.217008270406335,0.3371521035598833,3,0,0.0,1.0,0,0.0,-1.0,-0.4882686084142536,0.1756000539374392,0.1756000539374392,0.0,-0.1756000539374392,3.5120010787487836,-3.5120010787487836
36,TB-COL-20240406-1,2024-04-06,COL,TB,1,2.19,1.7692307692307692,0.4242424242424282,0.5757575757575718,-0.0709090909090822,0.0186480186480116,6,8,0.0,1.0,1,1.7692307692307692,0.7692307692307692,-0.05958747135216997,0.024242424242415125,0.024242424242415125,0.042890442890426754,0.01864801864801163,0.48484848484830245,0.37296037296023254
315,ARI-ATL-20240406-1,2024-04-06,ATL,ARI,1,1.5128205128205128,2.73,0.8225806451612847,0.1774193548387153,0.244416873449123,-0.5156451612903072,9,8,1.0,0.0,1,1.5128205128205128,0.5128205128205128,0.25,-0.29806078687300996,0.25,0.3782051282051282,0.1282051282051282,5.0,2.564102564102564
15,TOR-NYY-20240406-1,2024-04-06,NYY,TOR,1,1.847457627118644,2.08,0.4242424242424282,0.5757575757575718,-0.2192513368983883,0.203333333333325,9,8,0.0,1.0,0,0.0,-1.0,-0.2551515151515066,0.18294051627384203,0.18294051627384203,0.0,-0.18294051627384203,3.6588103254768405,-3.6588103254768405
286,BAL-PIT-20240407-1,2024-04-07,PIT,BAL,1,2.02,1.8928571428571428,0.6363636363636307,0.3636363636363693,0.2854545454545339,-0.3116883116883009,3,2,1.0,0.0,1,2.02,1.02,0.25,-0.34909090909089713,0.25,0.505,0.255,5.0,5.1
35,TB-COL-20240407-1,2024-04-07,COL,TB,1,2.27,1.7194244604316546,0.2000000000000017,0.7999999999999983,-0.543999999999996,0.3755395683453207,2,3,0.0,1.0,1,1.7194244604316546,0.7194244604316546,-0.42992125984251656,0.25,0.25,0.42985611510791366,0.17985611510791366,5.0,3.597122302158273
141,MIA-STL-20240407-1,2024-04-07,STL,MIA,1,1.7194244604316546,2.27,0.5420711974109989,0.4579288025890011,-0.0679495238760523,0.0394983818770325,3,10,0.0,1.0,1,2.27,1.27,-0.0944498381877127,0.03110108809215164,0.03110108809215164,0.07059946996918422,0.03949838187703258,0.6220217618430327,0.7899676375406515
259,CHW-KC-20240407-1,2024-04-07,KC,CHW,1,1.8130081300813008,2.1,1.0,0.0,0.8130081300813008,-1.0,5,3,1.0,0.0,1,1.8130081300813008,0.8130081300813008,0.25,-0.9090909090909091,0.25,0.4532520325203252,0.2032520325203252,5.0,4.0650406504065035
123,NYM-CIN-20240407-1,2024-04-07,CIN,NYM,1,2.02,1.8620689655172413,0.4375,0.5625,-0.111875,0.0474137931034481,1,3,0.0,1.0,1,1.8620689655172413,0.8620689655172413,-0.11397058823529409,0.05499999999999995,0.05499999999999995,0.10241379310344818,0.04741379310344823,1.099999999999999,0.9482758620689646
165,LAD-CHC-20240407-1,2024-04-07,CHC,LAD,1,1.9433962264150944,1.9345794392523366,0.4375,0.5625,-0.1497641509433962,0.0833333333333333,8,1,0.0,1.0,0,0.0,-1.0,-0.15875,0.09437500000000008,0.09437500000000008,0.0,-0.09437500000000008,1.8875000000000015,-1.8875000000000015
279,BOS-LAA-20240407-1,2024-04-07,LAA,BOS,1,2.04,1.8695652173913042,0.6363636363636307,0.3636363636363693,0.3045454545454428,-0.3201581027667879,2,12,1.0,0.0,0,0.0,-1.0,0.25,-0.36818181818180606,0.25,0.0,-0.25,5.0,-5.0
14,TOR-NYY-20240407-1,2024-04-07,NYY,TOR,1,1.625,2.4299999999999997,0.6518987341772189,0.3481012658227811,0.0593354430379806,-0.1541139240506418,8,3,1.0,0.0,1,1.625,0.625,0.09493670886076906,-0.10777197486058883,0.09493670886076906,0.15427215189874974,0.059335443037980676,1.8987341772153812,1.1867088607596135
310,ARI-COL-20240408-1,2024-04-08,COL,ARI,1,2.52,1.5847953216374269,0.4242424242424282,0.5757575757575718,0.0733333333333432,-0.0894996476391887,7,5,1.0,0.0,1,2.52,1.52,0.04545454545455203,-0.1496969696969804,0.04545454545455203,0.1145454545454711,0.06909090909091908,0.9090909090910405,1.3818181818183817
145,MIA-NYY-20240408-1,2024-04-08,NYY,MIA,1,1.6802721088435373,2.34,0.5420711974109989,0.4579288025890011,-0.0891728859828795,0.0715533980582626,7,0,0.0,1.0,0,0.0,-1.0,-0.13108414239483285,0.053398058252434745,0.053398058252434745,0.0,-0.053398058252434745,1.0679611650486949,-1.0679611650486949
126,NYM-ATL-20240408-1,2024-04-08,ATL,NYM,1,1.45662100456621,2.92,0.5420711974109989,0.4579288025890011,-0.2115328037658198,0.3371521035598833,7,8,0.0,1.0,1,2.92,1.92,-0.4607928802589136,0.1756000539374392,0.1756000539374392,0.5127521574973224,0.33715210355988323,3.5120010787487836,6.743042071197665
164,LAD-MIN-20240408-1,2024-04-08,MIN,LAD,1,2.1799999999999997,1.7692307692307692,0.4242424242424282,0.5757575757575718,-0.0751515151515064,0.0186480186480116,2,4,0.0,1.0,1,1.7692307692307692,0.7692307692307692,-0.06368772470466666,0.024242424242415125,0.024242424242415125,0.042890442890426754,0.01864801864801163,0.48484848484830245,0.37296037296023254
262,CHW-CLE-20240408-1,2024-04-08,CLE,CHW,1,1.4219409282700421,3.04,0.7829457364341046,0.2170542635658954,0.1133025872501822,-0.3401550387596779,4,0,1.0,0.0,1,1.4219409282700421,0.42194092827004215,0.25,-0.16674266605866567,0.25,0.35548523206751054,0.10548523206751054,5.0,2.1097046413502105
60,SEA-TOR-20240408-1,2024-04-08,TOR,SEA,1,1.8849557522123894,2.02,0.5420711974109989,0.4579288025890011,0.0217802216685198,-0.0704045307443277,5,2,1.0,0.0,1,1.8849557522123894,0.8849557522123894,0.02461165048542767,-0.07351354781393893,0.02461165048542767,0.04639187215394773,0.02178022166852006,0.4922330097085534,0.4356044333704012
208,HOU-KC-20240409-1,2024-04-09,KC,HOU,1,2.0700000000000003,1.8620689655172413,0.4080776664677034,0.5919223335322966,-0.1552792304118538,0.0978388579188749,4,3,0.0,1.0,0,0.0,-1.0,-0.1451207760858447,0.11855224042976066,0.11855224042976066,0.0,-0.11855224042976066,2.371044808595213,-2.371044808595213
144,MIA-NYY-20240409-1,2024-04-09,NYY,MIA,1,1.4830917874396135,2.83,0.617759523323518,0.382240476676482,-0.0852407058478675,0.081740548994444,3,2,0.0,1.0,0,0.0,-1.0,-0.1734782633967998,0.044666966663630625,0.044666966663630625,0.0,-0.044666966663630625,0.8933393332726125,-0.8933393332726125
34,TB-LAA-20240409-1,2024-04-09,LAA,TB,1,2.04,1.8695652173913042,0.4213276639583956,0.5786723360416044,-0.1362782888852891,0.0818656717299558,4,6,0.0,1.0,1,1.8695652173913042,0.8695652173913042,-0.1350880437739163,0.09414552248944937,0.09414552248944937,0.1760111942194053,0.08186567172995594,1.8829104497889873,1.6373134345991187
59,SEA-TOR-20240409-1,2024-04-09,TOR,SEA,1,1.9174311926605505,1.970873786407767,0.5353826842131064,0.4646173157868936,0.0265594587205435,-0.0886352651872471,5,3,1.0,0.0,1,1.9174311926605505,0.9174311926605505,0.028949810005392467,-0.08682684895260602,0.028949810005392467,0.05550926872593601,0.026559458720543546,0.5789962001078494,0.5311891744108709
