,away,home,time,weather
0,SF 3.1,@PHI 4.4,4:05pm,71°         36%
1,DET 3.7,@CLE 3.8,6:10pm,62°         11%
2,LAA 3.7,@PIT 4.3,6:40pm,71°         49%
3,CHW,@TB,6:50pm,
4,SD 3.4,@CHC 3.6,7:40pm,60°         4%
5,SEA 4.2,@MIN 3.8,7:40pm,69°         47%
6,MIL 4.0,@KC 4.5,7:40pm,73°         93%
7,NYM 3.9,@STL 4.1,7:45pm,72°         28%
8,TEX 4.2,@OAK 3.8,9:40pm,57°
9,MIA 3.3,@LAD 5.2,10:10pm,64°
