Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Home_Kelly,Away_Kelly,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
DET-PIT-20240409-1,DET,PIT,12:35am,1,-118,+106,,,,,,,,,4/9/2024 23:59:53,Y
BAL-BOS-20240409-1,BAL,BOS,2:10pm,1,+112,-125,0.4605064134725735,-0.019121339303418527,-0.02891154425063225,-0.01692153920656507,-0.03613943031329031,0.0,0.0,0.5394935865274265,4/9/2024 23:59:53,Y
CHW-CLE-20240409-1,CHW,CLE,6:10pm,1,-235,+204,0.6523697926657499,-0.07002604024244163,0.060272132369462716,-0.16456119456973786,0.02940104018022572,0.0,0.0,0.3476302073342501,4/9/2024 23:59:53,Y
MIL-CIN-20240409-1,MIL,CIN,6:40pm,1,-126,+115,,,,,,,,,4/9/2024 23:59:53,Y
MIA-NYY-20240409-1,MIA,NYY,7:05pm,1,-207,+183,0.617759523323518,-0.08524070584786753,0.08174054899444405,-0.17730066816356443,0.044666966663630625,0.0,1.0,0.382240476676482,4/9/2024 23:59:53,Y
SEA-TOR-20240409-1,SEA,TOR,7:07pm,1,-109,-103,0.5353826842131064,0.02655945872054355,-0.08863526518724713,0.028949810005392467,-0.092180675794737,1.0,0.0,0.4646173157868936,4/9/2024 23:59:53,Y
NYM-ATL-20240409-1,NYM,ATL,7:20pm,1,-178,+162,0.5674187412164623,-0.11380668506642405,0.13336289801286882,-0.20257589941823478,0.0823227765511536,0.0,1.0,0.4325812587835377,4/9/2024 23:59:53,Y
HOU-KC-20240409-1,HOU,KC,7:40pm,1,+107,-116,0.4080776664677034,-0.15527923041185387,0.09783885791887492,-0.1451207760858447,0.11447146376508364,0.0,1.0,0.5919223335322966,4/9/2024 23:59:53,Y
LAD-MIN-20240409-1,LAD,MIN,7:40pm,1,+161,-178,0.43403902517614684,0.13284185570974338,-0.11608342134252136,0.08251046938493377,-0.2066284899896881,1.0,0.0,0.5659609748238532,4/9/2024 23:59:53,Y
PHI-STL-20240409-1,PHI,STL,7:45pm,1,+122,-140,,,,,,,,,4/9/2024 23:59:53,Y
OAK-TEX-20240409-1,OAK,TEX,8:05pm,1,-208,+181,,,,,,,,,4/9/2024 23:59:53,Y
ARI-COL-20240409-1,ARI,COL,8:40pm,1,+154,-180,0.4239402891381062,0.08104773730217074,-0.10390711643705408,0.05228886277559403,-0.18703280958669735,1.0,0.0,0.5760597108618938,4/9/2024 23:59:53,Y
TB-LAA-20240409-1,TB,LAA,9:38pm,1,+104,-115,0.4213276639583956,-0.1362782888852891,0.08186567172995585,-0.1297888465574182,0.09414552248944927,0.0,1.0,0.5786723360416044,4/9/2024 23:59:53,Y
WAS-SF-20240409-1,WAS,SF,9:45pm,1,-184,+167,,,,,,,,,4/9/2024 23:59:53,Y
CHC-SD-20240409-1,CHC,SD,10:05pm,1,-135,+122,,,,,,,,,4/9/2024 23:59:53,Y
