Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
ATL-CHW-20240401-1,ATL,CHW,2:10pm,1,+264,-322,0.4871763,0.7733217287063598,-0.3284073514465945,0.0,0.0,0.5128237,4/1/2024 23:59:38,Y
COL-CHC-20240401-1,COL,CHC,2:20pm,1,-229,+200,,,,,,,4/1/2024 23:59:38,Y
PIT-WAS-20240401-1,PIT,WAS,4:05pm,1,-107,-107,,,,,,,4/1/2024 23:59:38,Y
KC-BAL-20240401-1,KC,BAL,6:35pm,1,-155,+140,0.6221473,0.02353269054043655,-0.09315357208251962,1.0,0.0,0.37785268,4/1/2024 23:59:38,Y
CIN-PHI-20240401-1,CIN,PHI,6:40pm,1,-143,+131,0.5221269,-0.1127493714952803,0.10388683080673222,0.0,1.0,0.4778731,4/1/2024 23:59:38,Y
LAA-MIA-20240401-1,LAA,MIA,6:40pm,1,-106,-103,0.61203885,0.18403777675093913,-0.2353775408661481,1.0,0.0,0.38796115,4/1/2024 23:59:38,Y
TEX-TB-20240401-1,TEX,TB,6:50pm,1,-124,+112,,,,,,,4/1/2024 23:59:38,Y
DET-NYM-20240401-1,DET,NYM,7:10pm,1,-134,+120,0.51844347,-0.09465842638442767,0.05942437648773202,0.0,1.0,0.48155653,4/1/2024 23:59:38,Y
TOR-HOU-20240401-1,TOR,HOU,8:10pm,1,-142,+129,0.44289553,-0.24520620661722103,0.2813402771949767,0.0,1.0,0.55710447,4/1/2024 23:59:38,Y
CLE-SEA-20240401-1,CLE,SEA,9:40pm,1,-101,-112,0.66498506,0.3233861108817676,-0.36586457916668486,1.0,0.0,0.33501494,4/1/2024 23:59:38,Y
NYY-ARI-20240401-1,NYY,ARI,9:40pm,1,+104,-115,0.3865968,-0.2074765622615815,0.14679728901904543,0.0,1.0,0.6134032,4/1/2024 23:59:38,Y
STL-SD-20240401-1,STL,SD,9:40pm,1,-119,+106,,,,,,,4/1/2024 23:59:38,Y
BOS-OAK-20240401-1,BOS,OAK,9:40pm,1,+134,-153,,,,,,,4/1/2024 23:59:38,Y
SF-LAD-20240401-1,SF,LAD,10:10pm,1,-193,+173,,,,,,,4/1/2024 23:59:38,Y
