Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Home_Kelly,Away_Kelly,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
STL-DET-20240501-1,STL,DET,1:10pm,1,-103,-109,0.5547952050154078,0.09343132638959017,-0.1463504389744975,0.09623426618127788,-0.1595219784822023,1.0,0.0,0.4452047949845922,5/1/2024 23:59:39,Y
TB-MIL-20240501-1,TB,MIL,1:10pm,1,-104,-107,,,,,,,,,5/1/2024 23:59:39,Y
MIN-CHW-20240501-1,MIN,CHW,2:10pm,1,+185,-213,0.4610470126360587,0.3139839860127672,-0.20919982227907652,0.1697210735204147,-0.4476876196772236,1.0,0.0,0.5389529873639414,5/1/2024 23:59:39,Y
KC-TOR-20240501-1,KC,TOR,3:07pm,1,-139,+125,0.5464431750666149,-0.06043223855452551,0.020502856100116484,-0.08400081159079047,0.01640228488009319,0.0,1.0,0.4535568249333851,5/1/2024 23:59:39,Y
PIT-OAK-20240501-1,PIT,OAK,3:37pm,1,-105,-105,0.6295383054703799,0.2290985963945512,-0.27671764401359894,0.24055352621427878,-0.2905535262142789,1.0,0.0,0.3704616945296201,5/1/2024 23:59:39,Y
ATL-SEA-20240501-1,ATL,SEA,3:40pm,1,+159,-178,0.49388292682844726,0.27915678048567827,-0.2095474924624064,0.1755703021922505,-0.37299453658308335,1.0,0.0,0.5061170731715527,5/1/2024 23:59:39,Y
PHI-LAA-20240501-1,PHI,LAA,4:07pm,1,+178,-200,,,,,,,,,5/1/2024 23:59:39,Y
CIN-SD-20240501-1,CIN,SD,4:10pm,1,-144,+129,0.5792782273678063,-0.018445225848994884,-0.03233992294595456,-0.026561125222552634,-0.024876863804580433,0.0,0.0,0.4207217726321937,5/1/2024 23:59:39,Y
NYY-BAL-20240501-1,NYY,BAL,6:35pm,1,-152,+135,0.5759120988088533,-0.04519836250111159,-0.0033934322008052353,-0.06870151100168961,-0.002513653482077952,0.0,0.0,0.4240879011911467,5/1/2024 23:59:39,Y
COL-MIA-20240501-1,COL,MIA,6:40pm,1,-136,+125,,,,,,,,,5/1/2024 23:59:39,Y
CHC-NYM-20240501-1,CHC,NYM,7:10pm,1,+104,-115,0.47549269142007394,-0.025239982588848575,-0.01939937961144267,-0.024038078656046267,-0.02230928655315914,0.0,0.0,0.5245073085799261,5/1/2024 23:59:39,Y
SF-BOS-20240501-1,SF,BOS,7:10pm,1,-157,+136,,,,,,,,,5/1/2024 23:59:39,Y
WAS-TEX-20240501-1,WAS,TEX,8:05pm,1,-200,+169,0.6745580529858034,0.011837079478705104,-0.12456116253181115,0.023674158957410207,-0.07370482990047998,1.0,0.0,0.3254419470141966,5/1/2024 23:59:39,Y
CLE-HOU-20240501-1,CLE,HOU,8:10pm,1,-178,+158,0.600142729995406,-0.06458200185073593,0.03163175661185269,-0.11560178331281729,0.02002009912142575,0.0,1.0,0.39985727000459403,5/1/2024 23:59:39,Y
LAD-ARI-20240501-1,LAD,ARI,9:40pm,1,+124,-135,0.49494589994110355,0.10867881586807215,-0.12083175174932853,0.08764420634521947,-0.16312286486159344,1.0,0.0,0.5050541000588964,5/1/2024 23:59:39,Y
