,away,home,time,weather
0,COL 3.6,@MIA 4.4,12:10pm,
1,NYY,@BAL,1:05pm,
2,CHC 3.9,@NYM 4.1,1:10pm,
3,SF 4.7,@BOS 4.8,1:35pm,
4,WAS 3.6,@TEX 4.9,2:35pm,
5,CLE 4.5,@HOU 5.0,8:10pm,
