Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Home_Kelly,Away_Kelly,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
TEX-OAK-20240507-1,TEX,OAK,3:37pm,1,+110,-120,0.5639141433981101,0.18421970113603126,-0.2035126090163828,0.16747245557821022,-0.24625025690982313,1.0,0.0,0.4360858566018899,5/7/2024 23:59:38,Y
DET-CLE-20240507-1,DET,CLE,6:10pm,1,-136,+122,,,,,,,,,5/7/2024 23:59:38,Y
ARI-CIN-20240507-1,ARI,CIN,6:40pm,1,+112,-125,0.40985686084003087,-0.13110345501913456,0.06225765048794457,-0.11705665626708442,0.07782206310993064,0.0,1.0,0.5901431391599692,5/7/2024 23:59:38,Y
LAA-PIT-20240507-1,LAA,PIT,6:40pm,1,-130,+117,0.525573127951001,-0.07013985054822908,0.029506312346327834,-0.09118180571269781,0.025219070381476784,0.0,1.0,0.474426872048999,5/7/2024 23:59:38,Y
TOR-PHI-20240507-1,TOR,PHI,6:40pm,1,-110,+100,0.5090682465852918,-0.032311711445976776,-0.013227175636436661,-0.035865999705034214,-0.013096213501422439,0.0,0.0,0.4909317534147082,5/7/2024 23:59:38,Y
BAL-WAS-20240507-1,BAL,WAS,6:45pm,1,+185,-211,0.34697763237783674,-0.011113747723165202,-0.038948213688137,-0.006007431201710919,-0.08257021301885042,0.0,0.0,0.6530223676221633,5/7/2024 23:59:38,Y
CHW-TB-20240507-1,CHW,TB,6:50pm,1,-263,+229,0.7140556291750005,-0.01444032931359246,-0.059243019985751766,-0.03797806609474818,-0.025870314404258413,0.0,0.0,0.28594437082499946,5/7/2024 23:59:38,Y
HOU-NYY-20240507-1,HOU,NYY,7:05pm,1,-120,+110,0.4789938253350774,-0.12184465355235813,0.09411296679633752,-0.14621358426282977,0.085557242542125,0.0,1.0,0.5210061746649226,5/7/2024 23:59:38,Y
BOS-ATL-20240507-1,BOS,ATL,7:20pm,1,-178,+164,0.5389997460993086,-0.1598830773088989,0.21704067029782548,-0.286190708382929,0.1323418721328204,0.0,1.0,0.46100025390069144,5/7/2024 23:59:38,Y
MIL-KC-20240507-1,MIL,KC,7:40pm,1,-132,+116,0.5202646210390521,-0.08559551453742353,0.03622841855564751,-0.11298607918939907,0.03123139530659268,0.0,1.0,0.47973537896094787,5/7/2024 23:59:38,Y
SEA-MIN-20240507-1,SEA,MIN,7:40pm,1,-165,+144,0.5625387947925296,-0.09652860230290716,0.06740534070622783,-0.15927219379979685,0.04680926437932489,0.0,1.0,0.43746120520747045,5/7/2024 23:59:38,Y
SD-CHC-20240507-1,SD,CHC,7:40pm,1,-168,+149,,,,,,,,,5/7/2024 23:59:38,Y
NYM-STL-20240507-1,NYM,STL,7:45pm,1,-120,+111,0.5024658307072998,-0.08227315217922926,0.04979709720759762,-0.09955051413686739,0.04486224973657442,0.0,1.0,0.4975341692927002,5/7/2024 23:59:38,Y
SF-COL-20240507-1,SF,COL,8:40pm,1,+140,-155,0.4572724916140231,0.09745397987365545,-0.10712571201016735,0.06960998562403961,-0.1660448536157594,1.0,0.0,0.5427275083859768,5/7/2024 23:59:38,Y
MIA-LAD-20240507-1,MIA,LAD,10:10pm,1,-320,+266,0.7216141963168377,-0.05288136733415058,0.018892041480374266,-0.16922037546928187,0.007102271233223408,0.0,0.0,0.27838580368316235,5/7/2024 23:59:38,Y
