Game_ID,Away,Home,Time_EST,Game_Number,Home_ML,Away_ML,Home_Win_Prob,Home_EV,Away_EV,Home_Kelly,Away_Kelly,Bet_Home,Bet_Away,Away_Win_Prob,As Of,Confirmed
DET-NYY-20240504-1,DET,NYY,1:05pm,1,-163,+147,0.63541259809242,0.025236277903720628,-0.09946911728827734,0.04113513298306462,-0.06766606618250158,1.0,0.0,0.36458740190758,5/4/2024 23:59:31,Y
BOS-MIN-20240504-1,BOS,MIN,2:10pm,1,-172,+155,,,,,,,,,5/4/2024 23:59:31,Y
CHW-STL-20240504-1,CHW,STL,2:15pm,1,-173,+156,0.605053552049966,-0.04520451034889761,0.011062906752086987,-0.07820380290359287,0.007091606892363453,0.0,1.0,0.394946447950034,5/4/2024 23:59:31,Y
MIL-CHC-20240504-1,MIL,CHC,2:20pm,1,-128,+114,,,,,,,,,5/4/2024 23:59:31,Y
TOR-WAS-20240504-1,TOR,WAS,4:05pm,1,+149,-169,0.4035436628093687,0.00482372039532819,-0.05061091890958691,0.003237396238475295,-0.0855324529572019,1.0,0.0,0.5964563371906313,5/4/2024 23:59:31,Y
COL-PIT-20240504-1,COL,PIT,4:05pm,1,-227,+192,,,,,,,,,5/4/2024 23:59:31,Y
MIA-OAK-20240504-1,MIA,OAK,4:07pm,1,-132,+121,,,,,,,,,5/4/2024 23:59:31,Y
SF-PHI-20240504-1,SF,PHI,6:05pm,1,-166,+150,0.561521545912433,-0.1002124625740532,0.10058091975979311,-0.1663526878729283,0.06660988063562459,0.0,1.0,0.438478454087567,5/4/2024 23:59:31,Y
LAA-CLE-20240504-1,LAA,CLE,6:10pm,1,-126,+114,0.5080342354943252,-0.08876399030382942,0.05280673604214403,-0.1118426277828251,0.04632169828258248,0.0,1.0,0.49196576450567475,5/4/2024 23:59:31,Y
BAL-CIN-20240504-1,BAL,CIN,6:40pm,1,-118,+104,0.4590316414460273,-0.15195849292174612,0.10898513503564378,-0.17931102164766044,0.10379536670061319,0.0,1.0,0.5409683585539726,5/4/2024 23:59:31,Y
TEX-KC-20240504-1,TEX,KC,7:10pm,1,-105,-105,0.5157750915290427,0.006989464413845181,-0.05460851203289285,0.00733893763453744,-0.0573389376345375,1.0,0.0,0.48422490847095734,5/4/2024 23:59:31,Y
NYM-TB-20240504-1,NYM,TB,7:15pm,1,-106,-103,0.5360694346180844,0.04179531633325839,-0.08998235252008863,0.04430303531325389,-0.09358164662089216,1.0,0.0,0.46393056538191557,5/4/2024 23:59:31,Y
SEA-HOU-20240504-1,SEA,HOU,7:15pm,1,-139,+127,0.5793895736358375,-0.00676073090999274,-0.0410082278897097,-0.009465023273989836,-0.03203767803883571,0.0,0.0,0.42061042636416246,5/4/2024 23:59:31,Y
SD-ARI-20240504-1,SD,ARI,8:10pm,1,-112,+102,,,,,,,,,5/4/2024 23:59:31,Y
ATL-LAD-20240504-1,ATL,LAD,9:10pm,1,-184,+166,0.6526310083581488,0.0073217737701861685,-0.0759984822326758,0.013472063737142551,-0.045782218212455296,1.0,0.0,0.3473689916418512,5/4/2024 23:59:31,Y
